,n_estimators,max_samples,max_depth,bootstrap,rank,test_means,test_stds,train_means,train_stds
181,50,0.6,2,True,168,0.6094291688981397,0.0681294500927893,0.7656859191607117,0.044648560173150754
182,480,0.7000000000000001,5,True,21,0.74217195422674,0.03815910340775601,0.9609832047537623,0.007072142952965712
183,80,1.0,2,True,119,0.6703705657557275,0.05274332989087394,0.7515790014941135,0.031988277441752165
184,430,0.30000000000000004,2,True,110,0.6722373652261663,0.04379440689090835,0.7991113734761744,0.014160421975236488
185,340,0.1,2,True,178,0.5424479416201422,0.09044511639883032,0.6374121547142901,0.025529215283574446
186,310,0.7000000000000001,7,True,115,0.6706391554840657,0.07028145460880178,0.9898869849340158,0.01238633581123305
187,490,0.5,5,True,82,0.6977507012427531,0.06025286111134987,0.9138730369215935,0.007703244694364295
188,130,0.6,2,True,142,0.6559526970520344,0.05960382838088153,0.7658872533347072,0.025703731185772714
189,350,0.5,4,True,60,0.7145704137965408,0.06059391444421449,0.9067513339673363,0.008767349732517948
190,340,0.7000000000000001,6,True,88,0.6901954417636202,0.05315636141995118,0.9898765443917614,0.006341115652913919
191,420,1.0,4,True,14,0.7560920874963142,0.03677719551123215,0.9392676532347888,0.006234870670565717
192,230,0.8,3,True,69,0.705609396046017,0.0644530224122657,0.8757317254982755,0.01505772579679079
193,230,0.4,2,True,123,0.6693364809715393,0.044656054158431394,0.7902982698393951,0.024062429076809028
194,50,0.8,4,True,49,0.7210660615438752,0.04297686946708633,0.9240595803971997,0.021419426158514256
195,330,0.6,6,True,93,0.6885310453896839,0.06188697629699754,0.9558655177406855,0.009875585007189878
196,280,0.5,5,True,101,0.6817542540048915,0.0416814280870534,0.9120266240772258,0.01600557789835844
197,200,0.4,7,True,148,0.6514377657792009,0.08071667993214673,0.867049890767668,0.01407641864937686
198,190,0.8,5,True,2,0.7739138670478921,0.05018439076091993,0.973110847893462,0.006158790135156176
199,480,0.2,2,True,92,0.6886401299034557,0.06184340941936307,0.773064837832405,0.0211210737497447
